,filename,source_captions,target_captions,can_be_used_without_source
608,MusicDelta_Shadows_MIX.wav,A calm song with guitars and drums playing.,A rhythmic song with a synthesizer and drums playing.,0
609,MusicDelta_Shadows_MIX.wav,A high quality recording of a guitar playing a melody while another guitar and drums are playing in the background.,A high quality recording of a piano playing a melody while a guitar and drums are playing in the background.,0
610,MusicDelta_Shadows_MIX.wav,A high quality recording of a guitar playing a melody while another guitar and drums are playing in the background.,A high quality recording of a piano playing a melody while another piano and drums are playing in the background.,0
611,MusicDelta_Shadows_MIX.wav,A high quality recording of a guitar playing a melody while another guitar and drums are playing in the background.,A high quality recording of a violin playing a melody while another violin and drums are playing in the background.,0
612,MusicDelta_Shadows_MIX.wav,A high quality recording of a guitar playing a melody while another guitar and drums are playing in the background.,A high quality recording of a trumpet playing a melody while another trumpet and drums are playing in the background.,0
613,MusicDelta_Shadows_MIX.wav,A high quality recording of a guitar playing a melody while another guitar and drums are playing in the background.,A high quality recording of a woman singing a melody while another woman is singing and drums are playing in the background.,0
614,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a cool jazz song.,1
615,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a cool arcade game soundtrack.,1
616,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a cool rap song.,1
617,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a cool hip hop song.,1
618,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a cool movie soundtrack.,1
619,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a happy country song.,1
620,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a cool techno song.,1
621,MusicDelta_SpeedMetal_MIX.wav,A recording of a cool metal song.,A recording of a rhythmic oriental song.,1
622,MusicDelta_SpeedMetal_MIX.wav,"A metal song with an electric guitar, bass and drums playing.","A rock metal song with an electric violin, bass and drums playing.",0
623,MusicDelta_SpeedMetal_MIX.wav,"A metal song with an electric guitar, bass and drums playing.","A jazz song with a trumpet, bass and drums playing.",0
624,MusicDelta_SpeedMetal_MIX.wav,"A metal song with an electric guitar, bass and drums playing.","A country song with a banjo, bass and drums playing.",0
625,MusicDelta_SpeedMetal_MIX.wav,"A metal song with an electric guitar, bass and drums playing.","A classical song with a violin, bass and drums playing.",0
626,MusicDelta_SpeedMetal_MIX.wav,"A metal song with an electric guitar, bass and drums playing.","A techno song with a synthesizer, bass and drums playing.",0
627,MusicDelta_SpeedMetal_MIX.wav,"A metal song with an electric guitar, bass and drums playing.","A metal song with a singer, bass and drums playing.",0
628,MusicDelta_SpeedMetal_MIX.wav,A high quality recording of an electric guitar playing a cool metal solo with accompaniment.,A high quality recording of a violin playing a cool metal solo with accompaniment.,0
629,MusicDelta_SpeedMetal_MIX.wav,A high quality recording of an electric guitar playing a cool metal solo with accompaniment.,A high quality recording of a saxophone playing a cool jazz solo with accompaniment.,0
630,MusicDelta_SpeedMetal_MIX.wav,A high quality recording of an electric guitar playing a cool metal solo with accompaniment.,A high quality recording of a trumpet playing a cool jazz solo with accompaniment.,0
631,MusicDelta_SpeedMetal_MIX.wav,A high quality recording of an electric guitar playing a cool metal solo with accompaniment.,A high quality recording of a woman vocalizing an epic opera solo with accompaniment.,0
632,MusicDelta_SpeedMetal_MIX.wav,A high quality recording of an electric guitar playing a cool metal solo with accompaniment.,A high quality recording of a flute playing a cool rock solo with accompaniment.,0
633,MusicDelta_SpeedMetal_MIX.wav,A high quality recording of an electric guitar playing a cool metal solo with accompaniment.,A high quality recording of an acoustic guitar playing a cool pop solo with accompaniment.,0
634,MusicDelta_SwingJazz_MIX.wav,A recording of a cool jazz song.,A recording of a cool rock song.,1
635,MusicDelta_SwingJazz_MIX.wav,A recording of a cool jazz song.,A recording of a romantic country song.,1
636,MusicDelta_SwingJazz_MIX.wav,A recording of a cool jazz song.,A recording of a cool hip hop song.,1
637,MusicDelta_SwingJazz_MIX.wav,A recording of a cool jazz song.,A recording of a cool techno song.,1
638,MusicDelta_SwingJazz_MIX.wav,A recording of a cool jazz song.,A recording of an epic classical score.,1
639,MusicDelta_SwingJazz_MIX.wav,A recording of a cool jazz song.,A recording of a cool rhythmic arcade game soundtrack.,1
640,MusicDelta_SwingJazz_MIX.wav,A recording of a cool jazz song.,A recording of a cool mysterious Chinese song.,1
641,MusicDelta_SwingJazz_MIX.wav,"A jazz song with a saxophone, piano, bass and drums playing.","A metal song with a guitar, piano, bass and drums playing.",0
642,MusicDelta_SwingJazz_MIX.wav,"A jazz song with a saxophone, piano, bass and drums playing.","A jazz song with a trumpet, piano, bass and drums playing.",0
643,MusicDelta_SwingJazz_MIX.wav,"A jazz song with a saxophone, piano, bass and drums playing.","A jazz song with a violin, piano, bass and drums playing.",0
644,MusicDelta_SwingJazz_MIX.wav,"A jazz song with a saxophone, piano, bass and drums playing.","A jazz song with a saxophone, violin, bass and drums playing.",0
645,MusicDelta_SwingJazz_MIX.wav,"A jazz song with a saxophone, piano, bass and drums playing.","A country song with a guitar, piano, bass and drums playing.",0
646,MusicDelta_SwingJazz_MIX.wav,"A jazz song with a saxophone, piano, bass and drums playing.","A classical piece with a string section, piano, bass and drums playing.",0
647,MusicDelta_SwingJazz_MIX.wav,"A saxophone, piano, bass and drums playing a cool happy song.","A trumpet, piano, bass and drums playing a cool happy song.",0
648,MusicDelta_SwingJazz_MIX.wav,"A saxophone, piano, bass and drums playing a cool happy song.","A man singing and a piano, bass and drums playing a cool happy song.",0
649,MusicDelta_SwingJazz_MIX.wav,"A saxophone, piano, bass and drums playing a cool happy song.","A violin, piano, bass and drums playing a cool happy song.",0
650,MusicDelta_SwingJazz_MIX.wav,"A saxophone, piano, bass and drums playing a cool happy song.","A saxophone, guitar, bass and drums playing a cool happy song.",0
651,MusicDelta_SwingJazz_MIX.wav,"A saxophone, piano, bass and drums playing a cool happy song.","A guitar, piano, bass and drums playing a cool happy song.",0
652,MusicDelta_SwingJazz_MIX.wav,"A saxophone, piano, bass and drums playing a cool happy song.","A flute, piano, bass and drums playing a cool happy song.",0
653,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of a happy upbeat blues song.,1
654,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of a happy upbeat arcade game soundtrack.,1
655,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of a happy upbeat country song.,1
656,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of a happy upbeat techno song.,1
657,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of a sad and mysterious classical music piece.,0
658,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of happy upbeat Indian music.,1
659,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of a happy upbeat jazz song.,1
660,MusicDelta_Vivaldi_MIX.wav,A recording of a happy upbeat classical music piece.,A recording of a happy upbeat rock song.,1
661,MusicDelta_Vivaldi_MIX.wav,A strings section playing classical music.,A synthesizer playing techno music.,0
662,MusicDelta_Vivaldi_MIX.wav,A strings section playing classical music.,A rock band playing rock music.,1
663,MusicDelta_Vivaldi_MIX.wav,A strings section playing classical music.,A metal band playing metal music.,1
664,MusicDelta_Vivaldi_MIX.wav,A strings section playing classical music.,Flutes playing classical music.,0
665,MusicDelta_Vivaldi_MIX.wav,A strings section playing classical music.,A strings section playing metal music.,0
666,MusicDelta_Vivaldi_MIX.wav,A strings section playing classical music.,A strings section playing techno music.,0
667,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of a piano playing a happy song.,0
668,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of strings playing a sad song.,0
669,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of an orchestra playing a happy song.,0
670,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of a rock band playing a happy song.,0
671,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of a metal band playing a happy song.,0
672,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of a jazz band playing a happy song.,0
673,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of a country band playing a happy song.,0
674,MusicDelta_Vivaldi_MIX.wav,A high quality recording of strings playing a happy song.,A high quality recording of a synthesizer playing a happy song.,0
675,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of a jazz song.,1
676,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of an opera piece.,1
677,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of a techno song.,1
678,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of an arcade game soundtrack.,1
679,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of a baroque classical music piece.,1
680,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of a romantic country.,1
681,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of an Arabic song.,1
682,MusicDelta_Zeppelin_MIX.wav,A recording of a hard rock song.,A recording of a hip hop song.,1
683,MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while another guitar, bass and drums are playing in the background.","A trumpet playing an epic solo while a guitar, bass and drums are playing in the background.",0
684,MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while another guitar, bass and drums are playing in the background.","A saxophone playing an epic solo while a guitar, bass and drums are playing in the background.",0
685,MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while another guitar, bass and drums are playing in the background.","A trumpet playing an epic solo while another trumpet, bass and drums are playing in the background.",0
686,MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while another guitar, bass and drums are playing in the background.","A saxophone playing an epic solo while another saxophone, bass and drums are playing in the background.",0
687,MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while another guitar, bass and drums are playing in the background.","A piano playing epic riffs while a guitar, bass and drums are playing in the background.",0
688,MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while another guitar, bass and drums are playing in the background.","An electric guitar playing epic riffs while a piano, bass and drums are playing in the background.",0
689,MusicDelta_Zeppelin_MIX.wav,"An electric guitar playing epic riffs while another guitar, bass and drums are playing in the background.",An electric guitar playing epic riffs while bass and drums are playing in the background.,0
690,MusicDelta_Zeppelin_MIX.wav,A high quality recording of an epic guitar hard rock solo with a rock band accompaniment.,A high quality recording of an epic trumpet jazz solo with a jazz band accompaniment.,0
691,MusicDelta_Zeppelin_MIX.wav,A high quality recording of an epic guitar hard rock solo with a rock band accompaniment.,A high quality recording of an epic saxophone jazz solo with a jazz band accompaniment.,0
692,MusicDelta_Zeppelin_MIX.wav,A high quality recording of an epic guitar hard rock solo with a rock band accompaniment.,A high quality recording of an epic piano hard rock solo with a rock band accompaniment.,0
693,MusicDelta_Zeppelin_MIX.wav,A high quality recording of an epic guitar hard rock solo with a rock band accompaniment.,A high quality recording of an epic violin hard rock solo with a rock band accompaniment.,0
694,MusicDelta_Zeppelin_MIX.wav,A high quality recording of an epic guitar hard rock solo with a rock band accompaniment.,A high quality recording of an epic violin solo with an orchestra accompaniment.,0
695,MusicDelta_Zeppelin_MIX.wav,A high quality recording of an epic guitar hard rock solo with a rock band accompaniment.,A high quality recording of an epic guitar country solo with a country band accompaniment.,0
